cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type
8613,initial,2021-08-01,PRO,75,Female,55-65,Sweden,facebook
8613,REDUCTION,2022-08-01,BASIC,53,Female,55-65,Sweden,facebook
8614,initial,2020-08-01,PRO,65,Female,35-44,Norway,Unknown
8614,UPGRADE,2021-11-01,MAX,109,Female,35-44,Norway,Unknown
8615,initial,2020-05-01,PRO,65,Male,45-54,Finland,facebook
8615,CHURN,2020-08-01,PRO,65,Male,45-54,Finland,facebook
8616,initial,2020-11-01,BASIC,33,Female,18-24,Finland,Google Ads
8616,CHURN,2021-10-01,BASIC,43,Female,18-24,Finland,Google Ads
8617,initial,2021-01-01,PRO,75,Female,55-65,Norway,facebook
8617,REDUCTION,2022-06-01,BASIC,53,Female,55-65,Norway,facebook
8618,initial,2020-11-01,PRO,65,Female,55-65,Denmark,Google Ads
8618,CHURN,2021-04-01,PRO,75,Female,55-65,Denmark,Google Ads
8619,initial,2022-08-01,BASIC,53,Male,55-65,Denmark,Paid Search
8620,initial,2020-10-01,PRO,65,Male,35-44,Denmark,Paid Search
8620,CHURN,2021-05-01,PRO,75,Male,35-44,Denmark,Paid Search
8621,initial,2022-07-01,PRO,85,Female,55-65,Denmark,Organic Search
8622,initial,2021-08-01,BASIC,43,Female,18-24,Denmark,TV
8622,CHURN,2022-02-01,BASIC,53,Female,18-24,Denmark,TV
8623,initial,2022-04-01,BASIC,53,Male,18-24,Finland,Paid Search
8624,initial,2020-08-01,PRO,65,Male,18-24,Finland,facebook
8624,UPGRADE,2022-09-01,MAX,119,Male,18-24,Finland,facebook
8625,initial,2021-04-01,PRO,75,Female,35-44,Sweden,Display
8625,UPGRADE,2022-05-01,MAX,119,Female,35-44,Sweden,Display
8626,initial,2020-12-01,PRO,65,Female,45-54,Norway,TV
8626,REDUCTION,2021-08-01,BASIC,43,Female,45-54,Norway,TV
8627,initial,2022-01-01,BASIC,53,Male,45-54,Finland,Google Ads
8627,CHURN,2022-06-01,BASIC,53,Male,45-54,Finland,Google Ads
8628,initial,2021-02-01,PRO,75,Female,35-44,Sweden,Organic Search
8628,UPGRADE,2021-05-01,MAX,109,Female,35-44,Sweden,Organic Search
8629,initial,2021-03-01,MAX,109,Male,18-24,Finland,facebook
8629,REDUCTION,2022-04-01,PRO,85,Male,18-24,Finland,facebook
8630,initial,2021-03-01,MAX,109,Male,55-65,Norway,Paid Search
8630,REDUCTION,2022-10-01,BASIC,53,Male,55-65,Norway,Paid Search
8631,initial,2021-07-01,MAX,109,Other,45-54,Norway,Google Ads
8631,REDUCTION,2021-12-01,BASIC,43,Other,45-54,Norway,Google Ads
8632,initial,2020-11-01,PRO,65,Female,35-44,Sweden,TV
8632,REDUCTION,2021-03-01,BASIC,43,Female,35-44,Sweden,TV
8633,initial,2022-01-01,MAX,119,Male,55-65,Denmark,Unknown
8634,initial,2021-08-01,BASIC,43,Female,35-44,Norway,Unknown
8634,UPGRADE,2022-11-01,PRO,85,Female,35-44,Norway,Unknown
8635,initial,2021-12-01,MAX,109,Other,35-44,Sweden,TV
8636,initial,2020-02-01,BASIC,33,Female,35-44,Sweden,Paid Search
8636,UPGRADE,2020-10-01,MAX,99,Female,35-44,Sweden,Paid Search
8637,initial,2020-01-01,PRO,65,Female,25-34,Finland,Google Ads
8637,CHURN,2021-01-01,PRO,75,Female,25-34,Finland,Google Ads
8638,initial,2021-12-01,BASIC,43,Female,45-54,Sweden,facebook
8638,UPGRADE,2022-10-01,MAX,119,Female,45-54,Sweden,facebook
8639,initial,2021-02-01,MAX,109,Female,45-54,Finland,Bing
8639,REDUCTION,2022-07-01,BASIC,53,Female,45-54,Finland,Bing
8640,initial,2020-12-01,PRO,65,Female,35-44,Sweden,Organic Search
8640,REDUCTION,2022-03-01,BASIC,53,Female,35-44,Sweden,Organic Search
8641,initial,2020-09-01,PRO,65,Male,18-24,Finland,facebook
8641,CHURN,2021-01-01,PRO,75,Male,18-24,Finland,facebook
8642,initial,2021-12-01,MAX,109,Female,55-65,Sweden,Google Ads
8642,REDUCTION,2022-10-01,BASIC,53,Female,55-65,Sweden,Google Ads
8643,initial,2022-01-01,PRO,85,Female,55-65,Sweden,Google Ads
8643,UPGRADE,2022-06-01,MAX,119,Female,55-65,Sweden,Google Ads
8644,initial,2020-08-01,BASIC,33,Male,55-65,Sweden,Google Ads
8644,UPGRADE,2022-05-01,PRO,85,Male,55-65,Sweden,Google Ads
8645,initial,2022-06-01,BASIC,53,Male,55-65,Sweden,facebook
8646,initial,2022-03-01,PRO,85,Female,25-34,Denmark,Paid Search
8647,initial,2020-02-01,MAX,99,Female,25-34,Norway,Google Ads
8647,REDUCTION,2020-11-01,PRO,65,Female,25-34,Norway,Google Ads
8648,initial,2021-03-01,BASIC,43,Other,18-24,Sweden,TV
8649,initial,2020-07-01,BASIC,33,Female,18-24,Sweden,facebook
8649,UPGRADE,2021-09-01,MAX,109,Female,18-24,Sweden,facebook
8649,CHURN,2022-09-01,MAX,119,Female,18-24,Sweden,facebook
8650,initial,2022-02-01,PRO,85,Male,45-54,Finland,facebook
8650,REDUCTION,2022-06-01,BASIC,53,Male,45-54,Finland,facebook
8651,initial,2021-08-01,BASIC,43,Male,18-24,Denmark,Bing
8652,initial,2021-09-01,BASIC,43,Female,18-24,Denmark,facebook
8653,initial,2022-06-01,PRO,85,Male,45-54,Finland,TV
8654,initial,2022-09-01,BASIC,53,Female,55-65,Finland,facebook
8655,initial,2020-02-01,PRO,65,Male,55-65,Norway,Google Ads
8655,UPGRADE,2021-11-01,MAX,109,Male,55-65,Norway,Google Ads
8656,initial,2021-05-01,PRO,75,Male,55-65,Norway,Google Ads
8656,CHURN,2021-10-01,PRO,75,Male,55-65,Norway,Google Ads
8657,initial,2020-11-01,BASIC,33,Male,55-65,Finland,facebook
8657,CHURN,2021-11-01,BASIC,43,Male,55-65,Finland,facebook
8658,initial,2020-09-01,PRO,65,Female,25-34,Finland,Google Ads
8658,CHURN,2021-01-01,PRO,75,Female,25-34,Finland,Google Ads
8659,initial,2020-10-01,BASIC,33,Female,18-24,Sweden,facebook
8660,initial,2020-02-01,BASIC,33,Male,45-54,Norway,Unknown
8660,UPGRADE,2022-05-01,MAX,119,Male,45-54,Norway,Unknown
8661,initial,2021-04-01,BASIC,43,Male,25-34,Sweden,facebook
8661,UPGRADE,2021-10-01,MAX,109,Male,25-34,Sweden,facebook
8662,initial,2022-06-01,BASIC,53,Female,18-24,Sweden,Organic Search
8663,initial,2020-06-01,PRO,65,Female,45-54,Sweden,Organic Search
8663,UPGRADE,2021-09-01,MAX,109,Female,45-54,Sweden,Organic Search
8664,initial,2022-08-01,MAX,119,Male,55-65,Finland,Google Ads
8665,initial,2020-10-01,PRO,65,Female,25-34,Sweden,Organic Search
8665,UPGRADE,2022-07-01,MAX,119,Female,25-34,Sweden,Organic Search
8666,initial,2020-07-01,MAX,99,Female,25-34,Sweden,Unknown
8666,REDUCTION,2021-06-01,BASIC,43,Female,25-34,Sweden,Unknown
8667,initial,2021-09-01,MAX,109,Female,35-44,Sweden,facebook
8667,REDUCTION,2021-10-01,PRO,75,Female,35-44,Sweden,facebook
8668,initial,2022-01-01,PRO,85,Male,45-54,Sweden,facebook
8668,REDUCTION,2022-04-01,BASIC,53,Male,45-54,Sweden,facebook
8669,initial,2021-06-01,MAX,109,Male,55-65,Sweden,Organic Search
8669,REDUCTION,2022-11-01,PRO,85,Male,55-65,Sweden,Organic Search
8670,initial,2021-07-01,BASIC,43,Male,25-34,Finland,Google Ads
8671,initial,2022-04-01,PRO,85,Male,18-24,Sweden,Paid Search
8671,REDUCTION,2022-07-01,BASIC,53,Male,18-24,Sweden,Paid Search
8672,initial,2020-12-01,BASIC,33,Female,18-24,Norway,facebook
8673,initial,2021-01-01,PRO,75,Female,45-54,Norway,Organic Search
8673,REDUCTION,2022-08-01,BASIC,53,Female,45-54,Norway,Organic Search
8674,initial,2022-05-01,BASIC,53,Male,25-34,Sweden,Google Ads
8675,initial,2021-03-01,PRO,75,Male,18-24,Sweden,Google Ads
8675,REDUCTION,2022-10-01,BASIC,53,Male,18-24,Sweden,Google Ads
8676,initial,2021-01-01,PRO,75,Other,55-65,Denmark,Google Ads
8676,UPGRADE,2022-03-01,MAX,119,Other,55-65,Denmark,Google Ads
8677,initial,2022-11-01,BASIC,53,Female,18-24,Denmark,Google Ads
8678,initial,2021-02-01,MAX,109,Other,18-24,Finland,facebook
8678,REDUCTION,2021-07-01,BASIC,43,Other,18-24,Finland,facebook
8679,initial,2020-11-01,MAX,99,Male,18-24,Sweden,Display
8679,REDUCTION,2021-10-01,BASIC,43,Male,18-24,Sweden,Display
8680,initial,2020-05-01,BASIC,33,Female,55-65,Finland,Google Ads
8680,UPGRADE,2021-10-01,PRO,75,Female,55-65,Finland,Google Ads
8680,CHURN,2022-02-01,PRO,85,Female,55-65,Finland,Google Ads
8681,initial,2020-06-01,PRO,65,Female,45-54,Denmark,Google Ads
8681,UPGRADE,2020-12-01,MAX,99,Female,45-54,Denmark,Google Ads
8682,initial,2022-03-01,PRO,85,Female,18-24,Finland,Organic Search
8682,REDUCTION,2022-05-01,BASIC,53,Female,18-24,Finland,Organic Search
8683,initial,2022-07-01,BASIC,53,Male,45-54,Norway,Organic Search
8684,initial,2020-10-01,MAX,99,Male,25-34,Finland,facebook
8684,REDUCTION,2021-03-01,BASIC,43,Male,25-34,Finland,facebook
8684,CHURN,2021-09-01,BASIC,43,Male,25-34,Finland,facebook
8685,initial,2022-11-01,MAX,119,Other,25-34,Denmark,Organic Search
8686,initial,2021-04-01,PRO,75,Male,45-54,Sweden,Google Ads
8686,REDUCTION,2021-11-01,BASIC,43,Male,45-54,Sweden,Google Ads
8687,initial,2022-11-01,MAX,119,Female,45-54,Sweden,Google Ads
8688,initial,2021-10-01,MAX,109,Other,45-54,Sweden,Google Ads
8689,initial,2020-07-01,PRO,65,Male,35-44,Sweden,Unknown
8689,REDUCTION,2021-08-01,BASIC,43,Male,35-44,Sweden,Unknown
8690,initial,2022-12-01,PRO,85,Male,45-54,Sweden,Google Ads
8691,initial,2021-10-01,BASIC,43,Other,18-24,Denmark,Bing
8691,UPGRADE,2022-04-01,PRO,85,Other,18-24,Denmark,Bing
8691,CHURN,2022-11-01,PRO,85,Other,18-24,Denmark,Bing
8692,initial,2022-02-01,MAX,119,Male,55-65,Denmark,Google Ads
8692,REDUCTION,2022-11-01,PRO,85,Male,55-65,Denmark,Google Ads
8693,initial,2021-03-01,BASIC,43,Male,25-34,Denmark,Google Ads
8694,initial,2022-09-01,BASIC,53,Male,55-65,Norway,Google Ads
8695,initial,2021-07-01,MAX,109,Male,18-24,Finland,Google Ads
8695,REDUCTION,2022-02-01,BASIC,53,Male,18-24,Finland,Google Ads
8696,initial,2021-06-01,BASIC,43,Male,18-24,Sweden,facebook
8697,initial,2020-09-01,BASIC,33,Male,35-44,Denmark,Google Ads
8697,UPGRADE,2022-09-01,MAX,119,Male,35-44,Denmark,Google Ads
8698,initial,2022-08-01,PRO,85,Female,45-54,Norway,Paid Search
8699,initial,2020-04-01,PRO,65,Male,55-65,Norway,facebook
8699,UPGRADE,2022-01-01,MAX,119,Male,55-65,Norway,facebook
8700,initial,2022-01-01,BASIC,53,Female,55-65,Sweden,Google Ads
8701,initial,2021-05-01,BASIC,43,Male,18-24,Sweden,facebook
8701,UPGRADE,2022-02-01,MAX,119,Male,18-24,Sweden,facebook
8701,CHURN,2022-02-01,BASIC,53,Male,18-24,Sweden,facebook
8702,initial,2021-07-01,BASIC,43,Male,18-24,Denmark,facebook
8702,UPGRADE,2021-12-01,MAX,109,Male,18-24,Denmark,facebook
8702,CHURN,2022-03-01,BASIC,53,Male,18-24,Denmark,facebook
8703,initial,2022-04-01,BASIC,53,Female,25-34,Sweden,Organic Search
8704,initial,2022-03-01,MAX,119,Female,25-34,Denmark,Google Ads
8705,initial,2021-11-01,BASIC,43,Male,25-34,Sweden,Paid Search
8706,initial,2020-09-01,PRO,65,Female,55-65,Finland,Paid Search
8706,CHURN,2021-10-01,PRO,75,Female,55-65,Finland,Paid Search
8707,initial,2022-05-01,PRO,85,Other,55-65,Sweden,facebook
8708,initial,2022-05-01,MAX,119,Female,55-65,Sweden,facebook
8708,REDUCTION,2022-11-01,PRO,85,Female,55-65,Sweden,facebook
8709,initial,2021-07-01,BASIC,43,Female,35-44,Sweden,Unknown
8709,UPGRADE,2021-12-01,PRO,75,Female,35-44,Sweden,Unknown
8710,initial,2021-08-01,BASIC,43,Male,25-34,Norway,facebook
8710,UPGRADE,2022-08-01,PRO,85,Male,25-34,Norway,facebook
8711,initial,2022-04-01,PRO,85,Female,45-54,Norway,Paid Search
8711,UPGRADE,2022-07-01,MAX,119,Female,45-54,Norway,Paid Search
8712,initial,2022-12-01,PRO,85,Male,18-24,Finland,Bing
8713,initial,2022-11-01,MAX,119,Female,35-44,Norway,Google Ads
8714,initial,2021-01-01,PRO,75,Female,35-44,Sweden,Google Ads
8714,UPGRADE,2022-07-01,MAX,119,Female,35-44,Sweden,Google Ads
8715,initial,2020-11-01,BASIC,33,Male,25-34,Denmark,facebook
8715,UPGRADE,2021-10-01,PRO,75,Male,25-34,Denmark,facebook
8716,initial,2021-04-01,PRO,75,Female,35-44,Denmark,Google Ads
8716,REDUCTION,2021-12-01,BASIC,43,Female,35-44,Denmark,Google Ads
8717,initial,2021-03-01,PRO,75,Male,35-44,Sweden,facebook
8717,REDUCTION,2022-10-01,BASIC,53,Male,35-44,Sweden,facebook
8718,initial,2021-01-01,PRO,75,Female,18-24,Norway,Google Ads
8718,UPGRADE,2021-10-01,MAX,109,Female,18-24,Norway,Google Ads
8718,CHURN,2022-02-01,MAX,119,Female,18-24,Norway,Google Ads
8719,initial,2020-02-01,BASIC,33,Male,55-65,Sweden,Organic Search
8719,CHURN,2020-08-01,BASIC,33,Male,55-65,Sweden,Organic Search
8720,initial,2021-08-01,PRO,75,Female,18-24,Sweden,Google Ads
8720,REDUCTION,2022-02-01,BASIC,53,Female,18-24,Sweden,Google Ads
8721,initial,2021-07-01,BASIC,43,Other,18-24,Finland,facebook
8722,initial,2022-05-01,MAX,119,Male,45-54,Sweden,Organic Search
8722,REDUCTION,2022-10-01,PRO,85,Male,45-54,Sweden,Organic Search
8723,initial,2021-03-01,PRO,75,Female,35-44,Sweden,Organic Search
8723,UPGRADE,2022-09-01,MAX,119,Female,35-44,Sweden,Organic Search
8724,initial,2022-11-01,BASIC,53,Male,18-24,Finland,Unknown
8725,initial,2022-01-01,PRO,85,Male,25-34,Sweden,Paid Search
8725,REDUCTION,2022-06-01,BASIC,53,Male,25-34,Sweden,Paid Search
8726,initial,2022-01-01,BASIC,53,Male,45-54,Sweden,facebook
8727,initial,2021-11-01,BASIC,43,Male,35-44,Denmark,facebook
8727,UPGRADE,2022-03-01,PRO,85,Male,35-44,Denmark,facebook
8728,initial,2022-11-01,BASIC,53,Female,18-24,Norway,Paid Search
8729,initial,2020-08-01,BASIC,33,Male,18-24,Denmark,facebook
8729,UPGRADE,2020-11-01,PRO,65,Male,18-24,Denmark,facebook
8729,CHURN,2021-06-01,BASIC,43,Male,18-24,Denmark,facebook
8730,initial,2020-10-01,PRO,65,Female,25-34,Finland,Google Ads
8730,REDUCTION,2021-12-01,BASIC,43,Female,25-34,Finland,Google Ads
8731,initial,2022-04-01,BASIC,53,Male,25-34,Finland,Unknown
8731,UPGRADE,2022-08-01,PRO,85,Male,25-34,Finland,Unknown
8731,CHURN,2022-08-01,BASIC,53,Male,25-34,Finland,Unknown
8732,initial,2020-08-01,PRO,65,Male,25-34,Finland,Google Ads
8732,CHURN,2020-12-01,PRO,65,Male,25-34,Finland,Google Ads
8733,initial,2021-04-01,PRO,75,Male,25-34,Norway,Google Ads
8733,REDUCTION,2021-05-01,BASIC,43,Male,25-34,Norway,Google Ads
8734,initial,2020-08-01,BASIC,33,Female,45-54,Norway,Google Ads
8734,UPGRADE,2021-01-01,PRO,75,Female,45-54,Norway,Google Ads
8735,initial,2020-07-01,BASIC,33,Male,35-44,Sweden,TV
8735,UPGRADE,2020-12-01,MAX,99,Male,35-44,Sweden,TV
8735,CHURN,2020-12-01,BASIC,33,Male,35-44,Sweden,TV
8736,initial,2021-09-01,PRO,75,Male,45-54,Sweden,Organic Search
8736,REDUCTION,2022-01-01,BASIC,53,Male,45-54,Sweden,Organic Search
8737,initial,2021-03-01,MAX,109,Other,45-54,Norway,facebook
8737,REDUCTION,2022-04-01,PRO,85,Other,45-54,Norway,facebook
8738,initial,2021-12-01,BASIC,43,Female,18-24,Norway,facebook
8739,initial,2021-02-01,PRO,75,Male,55-65,Finland,Unknown
8739,REDUCTION,2021-06-01,BASIC,43,Male,55-65,Finland,Unknown
8739,CHURN,2021-10-01,BASIC,43,Male,55-65,Finland,Unknown
8740,initial,2020-06-01,PRO,65,Male,35-44,Finland,Google Ads
8740,UPGRADE,2021-10-01,MAX,109,Male,35-44,Finland,Google Ads
8740,CHURN,2022-06-01,MAX,119,Male,35-44,Finland,Google Ads
8741,initial,2021-08-01,BASIC,43,Female,55-65,Denmark,Bing
8741,CHURN,2022-06-01,BASIC,53,Female,55-65,Denmark,Bing
8742,initial,2022-06-01,PRO,85,Male,35-44,Sweden,facebook
8742,REDUCTION,2022-09-01,BASIC,53,Male,35-44,Sweden,facebook
8743,initial,2021-03-01,BASIC,43,Female,55-65,Finland,Google Ads
8743,CHURN,2021-08-01,BASIC,43,Female,55-65,Finland,Google Ads
8744,initial,2021-11-01,BASIC,43,Male,45-54,Finland,Unknown
8744,UPGRADE,2022-04-01,PRO,85,Male,45-54,Finland,Unknown
8745,initial,2022-05-01,BASIC,53,Male,25-34,Finland,Paid Search
8746,initial,2020-02-01,BASIC,33,Female,35-44,Sweden,facebook
8747,initial,2020-01-01,PRO,65,Female,45-54,Denmark,Organic Search
8747,UPGRADE,2021-07-01,MAX,109,Female,45-54,Denmark,Organic Search
8748,initial,2020-08-01,BASIC,33,Female,25-34,Denmark,facebook
8748,CHURN,2021-03-01,BASIC,43,Female,25-34,Denmark,facebook
8749,initial,2020-04-01,MAX,99,Male,35-44,Norway,Google Ads
8749,REDUCTION,2020-07-01,BASIC,33,Male,35-44,Norway,Google Ads
8750,initial,2022-12-01,BASIC,53,Male,55-65,Finland,facebook
8751,initial,2022-12-01,MAX,119,Male,55-65,Sweden,Bing
8752,initial,2022-12-01,BASIC,53,Female,35-44,Sweden,Google Ads
8753,initial,2022-09-01,BASIC,53,Female,18-24,Sweden,facebook
8754,initial,2021-01-01,PRO,75,Female,18-24,Norway,facebook
8754,UPGRADE,2022-04-01,MAX,119,Female,18-24,Norway,facebook
8755,initial,2021-05-01,MAX,109,Male,25-34,Finland,facebook
8756,initial,2022-01-01,BASIC,53,Female,18-24,Norway,facebook
8757,initial,2020-05-01,BASIC,33,Male,18-24,Sweden,facebook
8757,UPGRADE,2021-12-01,MAX,109,Male,18-24,Sweden,facebook
8758,initial,2020-12-01,PRO,65,Male,45-54,Finland,facebook
8758,UPGRADE,2021-07-01,MAX,109,Male,45-54,Finland,facebook
8758,CHURN,2022-02-01,MAX,119,Male,45-54,Finland,facebook
8759,initial,2020-05-01,BASIC,33,Other,55-65,Sweden,facebook
8759,CHURN,2021-06-01,BASIC,43,Other,55-65,Sweden,facebook
8760,initial,2020-04-01,BASIC,33,Female,55-65,Sweden,facebook
8761,initial,2021-09-01,PRO,75,Female,55-65,Finland,Organic Search
8761,UPGRADE,2022-05-01,MAX,119,Female,55-65,Finland,Organic Search
8762,initial,2020-03-01,PRO,65,Female,35-44,Sweden,facebook
8762,CHURN,2020-11-01,PRO,65,Female,35-44,Sweden,facebook
8763,initial,2021-10-01,PRO,75,Female,18-24,Sweden,facebook
8763,CHURN,2022-09-01,PRO,85,Female,18-24,Sweden,facebook
8764,initial,2022-07-01,PRO,85,Male,35-44,Sweden,facebook
8765,initial,2021-10-01,MAX,109,Female,25-34,Sweden,Google Ads
8766,initial,2021-10-01,BASIC,43,Female,35-44,Denmark,Google Ads
8766,CHURN,2022-03-01,BASIC,53,Female,35-44,Denmark,Google Ads
8767,initial,2020-08-01,BASIC,33,Female,35-44,Sweden,facebook
8767,CHURN,2021-09-01,BASIC,43,Female,35-44,Sweden,facebook
8768,initial,2021-02-01,MAX,109,Female,25-34,Sweden,Unknown
8768,REDUCTION,2022-07-01,PRO,85,Female,25-34,Sweden,Unknown
8769,initial,2021-01-01,BASIC,43,Male,18-24,Finland,facebook
8769,CHURN,2021-10-01,BASIC,43,Male,18-24,Finland,facebook
8770,initial,2021-09-01,PRO,75,Male,25-34,Norway,Unknown
8770,REDUCTION,2022-09-01,BASIC,53,Male,25-34,Norway,Unknown
8771,initial,2022-02-01,MAX,119,Other,45-54,Sweden,Organic Search
8772,initial,2022-11-01,PRO,85,Male,55-65,Sweden,Organic Search
8773,initial,2020-09-01,PRO,65,Male,45-54,Norway,Google Ads
8773,UPGRADE,2021-04-01,MAX,109,Male,45-54,Norway,Google Ads
8774,initial,2020-11-01,BASIC,33,Male,35-44,Finland,Google Ads
8774,CHURN,2021-10-01,BASIC,43,Male,35-44,Finland,Google Ads
8775,initial,2021-06-01,BASIC,43,Male,25-34,Sweden,Google Ads
8775,CHURN,2021-09-01,BASIC,43,Male,25-34,Sweden,Google Ads
8776,initial,2020-09-01,PRO,65,Male,45-54,Denmark,Google Ads
8776,REDUCTION,2021-01-01,BASIC,43,Male,45-54,Denmark,Google Ads
8777,initial,2021-08-01,BASIC,43,Other,18-24,Norway,facebook
8778,initial,2021-03-01,PRO,75,Male,45-54,Finland,Google Ads
8778,CHURN,2021-06-01,PRO,75,Male,45-54,Finland,Google Ads
8778,UPGRADE,2021-09-01,MAX,109,Male,45-54,Finland,Google Ads
8778,CHURN,2021-09-01,PRO,75,Male,45-54,Finland,Google Ads
8779,initial,2022-04-01,BASIC,53,Female,55-65,Norway,Google Ads
8780,initial,2021-05-01,MAX,109,Female,35-44,Norway,facebook
8780,REDUCTION,2022-03-01,PRO,85,Female,35-44,Norway,facebook
8781,initial,2020-02-01,MAX,99,Female,18-24,Norway,Organic Search
8781,REDUCTION,2021-10-01,BASIC,43,Female,18-24,Norway,Organic Search
8782,initial,2021-06-01,PRO,75,Male,18-24,Norway,Organic Search
8782,UPGRADE,2022-08-01,MAX,119,Male,18-24,Norway,Organic Search
8783,initial,2020-03-01,PRO,65,Other,18-24,Finland,Google Ads
8783,UPGRADE,2021-06-01,MAX,109,Other,18-24,Finland,Google Ads
8784,initial,2021-07-01,PRO,75,Male,25-34,Denmark,Organic Search
8784,REDUCTION,2022-01-01,BASIC,53,Male,25-34,Denmark,Organic Search
8785,initial,2021-05-01,PRO,75,Male,35-44,Sweden,TV
8785,UPGRADE,2022-10-01,MAX,119,Male,35-44,Sweden,TV
8786,initial,2020-03-01,PRO,65,Male,35-44,Finland,TV
8786,REDUCTION,2020-11-01,BASIC,33,Male,35-44,Finland,TV
8787,initial,2022-01-01,MAX,119,Female,25-34,Finland,facebook
8788,initial,2020-12-01,PRO,65,Male,35-44,Sweden,TV
8788,UPGRADE,2021-04-01,MAX,109,Male,35-44,Sweden,TV
8789,initial,2022-03-01,PRO,85,Female,35-44,Sweden,Organic Search
8790,initial,2021-04-01,BASIC,43,Female,18-24,Sweden,Organic Search
8790,CHURN,2022-05-01,BASIC,53,Female,18-24,Sweden,Organic Search
8791,initial,2022-07-01,BASIC,53,Female,18-24,Finland,Google Ads
8792,initial,2020-03-01,PRO,65,Male,35-44,Norway,facebook
8792,UPGRADE,2022-03-01,MAX,119,Male,35-44,Norway,facebook
8793,initial,2022-12-01,PRO,85,Female,45-54,Sweden,Organic Search
8794,initial,2020-03-01,BASIC,33,Male,25-34,Denmark,Paid Search
8794,UPGRADE,2020-11-01,MAX,99,Male,25-34,Denmark,Paid Search
8794,CHURN,2021-11-01,MAX,109,Male,25-34,Denmark,Paid Search
8795,initial,2021-02-01,PRO,75,Female,18-24,Norway,Paid Search
8795,REDUCTION,2022-07-01,BASIC,53,Female,18-24,Norway,Paid Search
8796,initial,2022-11-01,BASIC,53,Male,45-54,Sweden,Display
8797,initial,2021-11-01,BASIC,43,Male,55-65,Sweden,Google Ads
8797,CHURN,2022-02-01,BASIC,53,Male,55-65,Sweden,Google Ads
8798,initial,2020-03-01,MAX,99,Female,18-24,Norway,facebook
8798,REDUCTION,2021-02-01,PRO,75,Female,18-24,Norway,facebook
8799,initial,2021-08-01,MAX,109,Female,55-65,Sweden,Google Ads
8799,REDUCTION,2021-09-01,PRO,75,Female,55-65,Sweden,Google Ads
8800,initial,2021-03-01,BASIC,43,Female,18-24,Norway,Google Ads
8801,initial,2022-03-01,MAX,119,Other,18-24,Finland,facebook
8802,initial,2022-11-01,MAX,119,Female,45-54,Denmark,Unknown
8803,initial,2020-12-01,PRO,65,Male,25-34,Sweden,Organic Search
8803,REDUCTION,2022-06-01,BASIC,53,Male,25-34,Sweden,Organic Search
8804,initial,2021-09-01,MAX,109,Male,18-24,Sweden,facebook
8805,initial,2020-04-01,BASIC,33,Female,45-54,Norway,Google Ads
8806,initial,2020-02-01,PRO,65,Female,25-34,Finland,Google Ads
8806,CHURN,2020-09-01,PRO,65,Female,25-34,Finland,Google Ads
8807,initial,2020-06-01,MAX,99,Female,18-24,Finland,Google Ads
8807,REDUCTION,2021-09-01,BASIC,43,Female,18-24,Finland,Google Ads
8807,CHURN,2022-06-01,BASIC,53,Female,18-24,Finland,Google Ads
8808,initial,2022-08-01,PRO,85,Male,35-44,Sweden,Google Ads
8809,initial,2022-01-01,PRO,85,Female,55-65,Denmark,Google Ads
8810,initial,2020-07-01,MAX,99,Other,55-65,Sweden,Google Ads
8810,REDUCTION,2021-09-01,BASIC,43,Other,55-65,Sweden,Google Ads
8811,initial,2022-07-01,MAX,119,Female,18-24,Norway,Google Ads
8812,initial,2021-05-01,BASIC,43,Female,55-65,Finland,Google Ads
8813,initial,2021-02-01,PRO,75,Male,25-34,Norway,facebook
8813,REDUCTION,2021-03-01,BASIC,43,Male,25-34,Norway,facebook
8814,initial,2022-04-01,BASIC,53,Male,55-65,Sweden,facebook
8815,initial,2021-01-01,BASIC,43,Male,25-34,Norway,facebook
8816,initial,2022-09-01,MAX,119,Male,35-44,Sweden,Google Ads
8817,initial,2022-09-01,BASIC,53,Female,25-34,Sweden,Google Ads
8818,initial,2020-05-01,PRO,65,Female,25-34,Sweden,Google Ads
8818,REDUCTION,2020-07-01,BASIC,33,Female,25-34,Sweden,Google Ads
8819,initial,2022-04-01,MAX,119,Female,18-24,Finland,facebook
8819,REDUCTION,2022-10-01,BASIC,53,Female,18-24,Finland,facebook
8820,initial,2022-06-01,BASIC,53,Male,35-44,Denmark,Google Ads
8821,initial,2021-05-01,PRO,75,Male,45-54,Norway,Google Ads
8821,REDUCTION,2022-02-01,BASIC,53,Male,45-54,Norway,Google Ads
8822,initial,2020-01-01,MAX,99,Female,35-44,Norway,Organic Search
8822,REDUCTION,2021-02-01,BASIC,43,Female,35-44,Norway,Organic Search
8823,initial,2021-12-01,BASIC,43,Female,25-34,Finland,Unknown
8824,initial,2020-07-01,PRO,65,Female,25-34,Norway,facebook
8824,UPGRADE,2020-12-01,MAX,99,Female,25-34,Norway,facebook
8824,CHURN,2020-12-01,PRO,65,Female,25-34,Norway,facebook
8825,initial,2020-02-01,BASIC,33,Female,55-65,Norway,Paid Search
8825,UPGRADE,2020-09-01,MAX,99,Female,55-65,Norway,Paid Search
8825,CHURN,2021-02-01,BASIC,43,Female,55-65,Norway,Paid Search
8826,initial,2021-01-01,MAX,109,Male,45-54,Norway,facebook
8826,REDUCTION,2021-06-01,PRO,75,Male,45-54,Norway,facebook
